name,n_fichero,n_caracteres,texto,distancia,NER,Name,Partido
463,00000909.jpg.subtitulo.tif.txt,87,el tema ahora os parece más antiguo que el talante de zp pero se publicó en los 60 ,79,0,,Desconocido
464,00000910.jpg.subtitulo.tif.txt,104,de hecho es super moderno si poneis la imagen en color veréis que detrás estaba naciendo el tetris ,104,0,,Desconocido
466,00000917.jpg.subtitulo.tif.txt,34,gemeliers con otro peluquero ,90,0,,Desconocido
467,00000918.jpg.subtitulo.tif.txt,75,la camisa es muy cómoda en caso de que necesites un electrocardiograma ,64,0,,Desconocido
469,00000920.jpg.subtitulo.tif.txt,77,este programa era como canal red con iglesias y montero siempre vigilantes ,84,0,,Desconocido
470,00000923.jpg.subtitulo.tif.txt,57,carmen sevilla carmen de españa 300 millones 1981 ,77,0,,Desconocido
471,00000924.jpg.subtitulo.tif.txt,103,fue la única estrella que en vez de quitarse años se puso uno más para poder sindicarse a los 13 ,89,0,,Desconocido
472,00000925.jpg.subtitulo.tif.txt,57,de todas las banderas de españa nos quedamos con esta ,91,0,,Desconocido
474,00000928.jpg.subtitulo.tif.txt,57,lola flores lola sí señoras y señores 1974 ,55,0,,Desconocido
475,00000929.jpg.subtitulo.tif.txt,84,a carmen en el más allá le espera otra estrella carl sagan igual no pero lola sí ,78,0,,Desconocido
476,00000930.jpg.subtitulo.tif.txt,50,en holanda concretamente no están para olé ,76,0,,Desconocido
477,00000938.jpg.subtitulo.tif.txt,99,hija de jarcha y veneno ella solita siguió revolucionando la tradición a base de fusión y humor ,93,0,,Desconocido
479,00000940.jpg.subtitulo.tif.txt,111,a ver cuando saca panini la colección de peinetas de martirio con el número uno el coche recortable en 3d ,114,0,,Desconocido
480,00000944.jpg.subtitulo.tif.txt,64,ladilla rusa a un metro y medio de ti punts de vista 2020 ,102,0,,Desconocido
481,00000945.jpg.subtitulo.tif.txt,53,ladilla rusa o como diría putin yevgueni prigozhin ,49,0,,Desconocido
482,00000946.jpg.subtitulo.tif.txt,96,el rumbakalao camela los chichos pont aeri el sonido de los coches de choque del futuro ,89,0,,Desconocido
483,00000952.jpg.subtitulo.tif.txt,53,king africa la bomba el verano de tu vida 2000 ,85,0,,Desconocido
484,00000953.jpg.subtitulo.tif.txt,102,tiene el mérito de haber elevado la batamanta xxl a la categoría de prenda que puedes sacar de cosa ,89,0,,Desconocido
485,00000954.jpg.subtitulo.tif.txt,88,a ver si era esto de lo que hablaba aznar cuando lo de las armas de destrucción masiva ,101,0,,Desconocido
486,00000957.jpg.subtitulo.tif.txt,41,loco mia party time viéndonos 1993 ,90,0,,Desconocido
487,00000958.jpg.subtitulo.tif.txt,119,desconocido pasaje de la obra de dumas en el que athos porthos aramis y d artagnan se van de despedida a fuengirola ,109,0,,Desconocido
488,00000959.jpg.subtitulo.tif.txt,95,esta canción pertenece a su tercer disco el más maduro imagindis cómo eran los otros dos ,121,0,,Desconocido
489,00000963.jpg.subtitulo.tif.txt,66,boney m hooray hooray it s a holi holiday aplauso 1979 ,96,0,,Desconocido
490,00000964.jpg.subtitulo.tif.txt,121,los reyes del eurodisco alemán también triunfaron en españa y eso que aquí competían con el tigretón y la pantera rosa ,116,0,,Desconocido
491,00000965.jpg.subtitulo.tif.txt,105,alguien debería recordarle a bobby farrell que no es buena idea salir al escenario con la vejiga llena ,124,0,,Desconocido
492,00000966.jpg.subtitulo.tif.txt,100, se ha caido la palmera señores lo estaba disiendo que se iba a caé la palmera en directo ,107,0,,Desconocido
494,00000972.jpg.subtitulo.tif.txt,44,abba voulez vous 300 millones 1979 ,91,0,,Desconocido
495,00000973.jpg.subtitulo.tif.txt,85, recordáis la corona del roscón que llevaba bobby farrell pues aqui tenéis el abba ,84,0,,Desconocido
496,00000974.jpg.subtitulo.tif.txt,115,son como la estantería billy bastó con unir cuatro piezas para obtener un producto sueco universal y atemporal ,116,0,,Desconocido
497,00000980.jpg.subtitulo.tif.txt,41,baccara granada 300 millones 1977 ,107,0,,Desconocido
498,00000981.jpg.subtitulo.tif.txt,84,versión disco cañi del clásico de agustín lara quien nunca había pisado granada ,84,0,,Desconocido
499,00000982.jpg.subtitulo.tif.txt,90,ellas tampoco necesitaron pisar una escuela de idiomas para petarlo cantando en inglés ,97,0,,Desconocido
500,00000989.jpg.subtitulo.tif.txt,52,bonnie tyler it s a heartache fantástico 1979 ,87,0,,Desconocido
501,00000990.jpg.subtitulo.tif.txt,102,se quedó ronca tras una operación de garganta pensó que su carrera había acabado y fue al contrario ,94,0,,Desconocido
502,00000991.jpg.subtitulo.tif.txt,98,este 2023 se cumplieron 25 años desde que perdimos una voz inconfundible la gran gloria fuertes ,116,0,,Desconocido
503,00000997.jpg.subtitulo.tif.txt,79,elton john don t wanna go on with you like that un día es una día 1992 ,107,0,,Desconocido
504,00000998.jpg.subtitulo.tif.txt,82,ha dicho adiós a los escenarios tras una gira de despedida que ha durado 5 años ,87,0,,Desconocido
505,00000999.jpg.subtitulo.tif.txt,92,después de cinco décadas le ha costado más dejarlo que a los javis marcharse de una fiesta ,95,0,,Desconocido
506,00001003.jpg.subtitulo.tif.txt,59,tom jones delilah el cuento de adán tom y eva 1975 ,90,0,,Desconocido
507,00001004.jpg.subtitulo.tif.txt,109,como veis en la 2 en cuanto podemos te colamos un documental de fondo no os durmáis que nos conocemos ,91,0,,Desconocido
508,00001005.jpg.subtitulo.tif.txt,80,aunque tom le ponga actitud romántica este tema cuenta un asesinato machista ,105,0,,Desconocido
509,00001006.jpg.subtitulo.tif.txt,113,2023 ha batido récords de asesinatos machistas recuerda 016 teléfono de ayuda contra la violencia de género ,111,0,,Desconocido
511,00001013.jpg.subtitulo.tif.txt,38,sade smooth operator tocata 1985 ,101,0,,Desconocido
512,00001014.jpg.subtitulo.tif.txt,95, smooth operator habla de un embaucador hoy se puede traducir como vendedor de bitcoins ,75,0,,Desconocido
513,00001015.jpg.subtitulo.tif.txt,32, en esa época se podía vapear ,78,0,,Desconocido
514,00001018.jpg.subtitulo.tif.txt,85,zarby white can t get enough of your love babe 2 el verano de tu vide 2000 ,71,0,,Desconocido
515,00001019.jpg.subtitulo.tif.txt,40,una actuación absolutamente brillante ,75,0,,Desconocido
516,00001020.jpg.subtitulo.tif.txt,94,como no se quite la chaqueta van a cambiar el cartel de atrás por el verano de tu muerte ,83,0,,Desconocido
518,00001025.jpg.subtitulo.tif.txt,51,status quo in the army now sábado noche 1987 ,88,0,,Desconocido
519,00001026.jpg.subtitulo.tif.txt,63,obviamente esta va dedicada a leonor que está en el army now ,66,0,,Desconocido
520,00001027.jpg.subtitulo.tif.txt,66,y no iremos más allá porque el de gafas tiene una pinta del cni ,75,0,,Desconocido
522,00001029.jpg.subtitulo.tif.txt,67,además respetamos mucho el statu quo hasta sabemos escribirlo ,74,0,,Desconocido
523,00001035.jpg.subtitulo.tif.txt,66,the blow monkeys it doesn t have to be this way a tope 1997 ,78,0,,Desconocido
524,00001036.jpg.subtitulo.tif.txt,107,como otras muchas cosas que pensábamos que eran del pasado ellos también decidieron volver este año ,104,0,,Desconocido
525,00001037.jpg.subtitulo.tif.txt,99,fueron muy activos contra el liberalismo de margaret thatcher en argentina ya no tendrán bolos ,113,0,,Desconocido
527,00001042.jpg.subtitulo.tif.txt,61,the rembrandts i ll be there for you zona franco 1995 ,91,0,,Desconocido
528,00001043.jpg.subtitulo.tif.txt,80,la sintonía de friends fue su mayor éxito friendly reminder no tienen más ,80,0,,Desconocido
529,00001044.jpg.subtitulo.tif.txt,106,en este 2023 se nos ha roto un poco el corazón con la muerte de mathew perry chandler para los amigos ,110,0,,Desconocido
530,00001048.jpg.subtitulo.tif.txt,71,dev gordon bailando lo pasa peor que vinicius viendo jugar al girona ,105,0,,Desconocido
531,00001049.jpg.subtitulo.tif.txt,98,esta joya de los británicos es la que le ha cantado rishi sunak a su antecesor david cameron ,94,0,,Desconocido
532,00001050.jpg.subtitulo.tif.txt,50,the equals baby come back tele ritmo 1969 ,87,0,,Desconocido
533,00001056.jpg.subtitulo.tif.txt,89,el más bravo de los kennedy vestido de moqueta del hotel overlook de el resplandor ,83,0,,Desconocido
535,00001058.jpg.subtitulo.tif.txt,102,uno de tantos músicos guiris que decidieron quedarse en españa como james rhodes pero menos brasas ,106,0,,Desconocido
536,00001059.jpg.subtitulo.tif.txt,114,después de los bravos probó suerte en solitario y olvídate de mí se convirtió en una profecía autocumplida ,120,0,,Desconocido
537,00001061.jpg.subtitulo.tif.txt,82,los mismos voy a pintar las paredes con tu nombre esta noche con 1970 ,105,0,,Desconocido
538,00001062.jpg.subtitulo.tif.txt,94,cada año recibimos cientos de mensajes diciendo que siempre nos metemos con los mismos ,89,0,,Desconocido
540,00001064.jpg.subtitulo.tif.txt,85, guapos referentes todos somos contingentes pero vosotros sois necesarios ,86,0,,Desconocido
542,00001069.jpg.subtitulo.tif.txt,85,han sido los puntos más deseados de la música española después de los de eurovisión ,94,0,,Desconocido
543,00001070.jpg.subtitulo.tif.txt,69, los puntos on ice no se mueven mucho para evitar los de sutura ,72,0,,Desconocido
544,00001071.jpg.subtitulo.tif.txt,63,los puntos esa niña que me mira señoras y señores 1975 ,55,0,,Desconocido
545,00001076.jpg.subtitulo.tif.txt,88, vosotros también veis a la duquesa de alba tratando de deciros algo con la mente ,79,0,,Desconocido
547,00001078.jpg.subtitulo.tif.txt,110,los carpenters españoles popularizaron esta canción de juan carlos calderón sobre la fugacidad del tiempo ,106,0,,Desconocido
548,00001079.jpg.subtitulo.tif.txt,96,el desconocido dueto que hicieron woody y pocahontas después de unas clases de catequesis ,116,0,,Desconocido
549,00001080.jpg.subtitulo.tif.txt,56,sergio y estibaliz piel señoras y señores 1975 ,93,0,,Desconocido
550,00001087.jpg.subtitulo.tif.txt,79,andres do barro y trío la la la corpiño xeitoso galas del sábado 1970 ,65,0,,Desconocido
551,00001088.jpg.subtitulo.tif.txt,105,en este programa hace mucho que permitimos el uso de lenguas cooficiales españa se rompe en cachitos ,103,0,,Desconocido
552,00001089.jpg.subtitulo.tif.txt,81,claramente elas non falan galego pero hai que recoñecer que lle poñen ganas ,97,0,,Desconocido
553,00001091.jpg.subtitulo.tif.txt,40,fórmula v cuéntame burbujas 1969 ,77,0,,Desconocido
554,00001092.jpg.subtitulo.tif.txt,53,qué canción más buena me cago en la leche merche ,56,0,,Desconocido
555,00001093.jpg.subtitulo.tif.txt,117,la banda sonora de esa otra producción de tve a la que le ha ido tan bien como a nosotros explotando la nostalgia ,109,0,,Desconocido
556,00001094.jpg.subtitulo.tif.txt,121,un total de doce artistas han reinterpretado esta canción para la mítica serie que este año emitió su último capítulo ,132,0,,Desconocido
558,00001101.jpg.subtitulo.tif.txt,85,para que luego digáis que los gallegos no se sabe qué piensan galicia asertividade ,116,0,,Desconocido
560,00001103.jpg.subtitulo.tif.txt,118,ha sido la canción más enviada entre pp y psoe estos años aunque la versión definitiva ha sido para irene montero ,119,0,,Desconocido
561,00001107.jpg.subtitulo.tif.txt,44,maná clavado en un bar música sí 2003 ,106,0,,Desconocido
562,00001108.jpg.subtitulo.tif.txt,88,la autoridades sanitarias advierten clavado en un bar se clava también en lo cabeza ,68,0,,Desconocido
563,00001109.jpg.subtitulo.tif.txt,65,maná 8 discos 5 recopilatorios no hay más preguntas señoría ,92,0,,Desconocido
565,00001113.jpg.subtitulo.tif.txt,55,los planetas nuevas sensaciones zona franca 1995 ,65,0,,Desconocido
566,00001114.jpg.subtitulo.tif.txt,83,hemos encontrado muchos planetas con más probabilidades de tener vida que estos ,79,0,,Desconocido
567,00001115.jpg.subtitulo.tif.txt,59,aunque no lo parezca en su momento levantaban pasiones ,79,0,,Desconocido
568,00001120.jpg.subtitulo.tif.txt,62,lori meyers siempre brilla el sol la hora musa 2018 ,69,0,,Desconocido
569,00001121.jpg.subtitulo.tif.txt,101,noni consigue tocar la tecla épica con el menor número de movimientos posible el laudrup del indie ,99,0,,Desconocido
570,00001122.jpg.subtitulo.tif.txt,109, veis el preciosismo de la imagen la calidad del sonido la realización viva los lori y la hora musa ,117,0,,Desconocido
571,00001123.jpg.subtitulo.tif.txt,55,fenomenal que brille pero ya podía llover un poql ,98,0,,Desconocido
572,00001128.jpg.subtitulo.tif.txt,54,pignoise nada que perder con la primera al 2007 ,52,0,,Desconocido
573,00001129.jpg.subtitulo.tif.txt,107,alvaro benito jugaba en el real madrid se lesionó y se dedicó a la música como julio iglesias pero no ,98,0,,Desconocido
574,00001130.jpg.subtitulo.tif.txt,63,encontró el punto de cruce entre green day y modestia aparte ,97,0,,Desconocido
575,00001134.jpg.subtitulo.tif.txt,49,la oreja de van gogh pop música sí 2001 ,65,0,,Desconocido
576,00001135.jpg.subtitulo.tif.txt,59,ésta seguro que se la puso madonna cuando estuvo malita ,58,0,,Desconocido
577,00001136.jpg.subtitulo.tif.txt,47,ahora a van gogh le estaría pintando un oído ,61,0,,Desconocido
578,00001139.jpg.subtitulo.tif.txt,58,manuel carrasco hay que vivir el momento feliz 2023 ,63,0,,Desconocido
579,00001140.jpg.subtitulo.tif.txt,105,totalmente a full con el tema vivir el momento el problema es vivir el mismo momento en cada canción ,85,0,,Desconocido
580,00001141.jpg.subtitulo.tif.txt,46,en sus conciertos se reparte crema de manos ,87,0,,Desconocido
581,00001147.jpg.subtitulo.tif.txt,46,alvaro soler sofía premios platino 2016 ,50,0,,Desconocido
582,00001148.jpg.subtitulo.tif.txt,109,la verdad es que todos echamos un poco de menos a sofía alguien le ha dicho que terminó el confinamiento ,95,0,,Desconocido
584,00001150.jpg.subtitulo.tif.txt,124,vaaale ésta sofía no es la reina es una exnovia de álvaro ahora tiene otra que también estará harta del tema suponemos ,122,0,,Desconocido
585,00001157.jpg.subtitulo.tif.txt,116,a compusieron en pandemia pensando que igual todo acababa no tendríamos que escucharla en bucle durante tres años ,125,0,,Desconocido
587,00001159.jpg.subtitulo.tif.txt,101,después de 100 millones de reproducciones el fin del mundo no parece una alternativa tan mala ,124,0,,Desconocido
588,00001160.jpg.subtitulo.tif.txt,90,los tolkieners ya sabéis que son frodo y arwen pero intercambiando las alturas verdad ,102,0,,Desconocido
589,00001167.jpg.subtitulo.tif.txt,61,dolores vargas el co collar señoras y señores 1974 ,83,0,,Desconocido
590,00001168.jpg.subtitulo.tif.txt,82,pionera absoluta del flamenco pop un sismo de once grados en la escala achilipu ,79,0,,Desconocido
591,00001169.jpg.subtitulo.tif.txt,108,bailarinas y palmeros tuvieron que grabar aparte porque no es seguro trabajar tan cerca del epicentro ,110,0,,Desconocido
592,00001172.jpg.subtitulo.tif.txt,44,los chichos yo quiero a mai viva 86 ,96,0,,Desconocido
593,00001173.jpg.subtitulo.tif.txt,110,el del medio de los chichos ya solo se aparece en cachitos en un país de extremos no queda nadie al centro ,87,0,,Desconocido
594,00001174.jpg.subtitulo.tif.txt,88,los chichos le regalaron este himno a sus madres tú le diste un collar de macarrones ,96,0,,Desconocido
595,00001178.jpg.subtitulo.tif.txt,51,melendi un violinista en tu tejado feliz 2009 ,89,0,,Desconocido
596,00001179.jpg.subtitulo.tif.txt,91,sale mucho en el programa porque sabemos que mientras está aquí no está viajando en avión ,86,0,,Desconocido
597,00001180.jpg.subtitulo.tif.txt,107,desde aquí nuestro profundo agradecimiento al peluquero de melendi por tantísimos motivos de alegría ,105,0,,Desconocido
598,00001181.jpg.subtitulo.tif.txt,122,una mezcla entre un maniquí de una tienda de segunda mano y puigdemont después de sobrevivir a una pelea con junqueras ,134,0,,Desconocido
600,00001187.jpg.subtitulo.tif.txt,55,el barrio quiéreme el verano de tu vida 2004 ,110,0,,Desconocido
601,00001188.jpg.subtitulo.tif.txt,66,un barrio auténtico popular y sin gentrificar aprende malasaña ,64,0,,Desconocido
602,00001189.jpg.subtitulo.tif.txt,100,una de esas canciones que suena mucho mejor bajo una caseta de lona y con un rebujito en la mano ,96,0,,Desconocido
604,00001193.jpg.subtitulo.tif.txt,55,rosario al son del tambor con la primera al 2000 ,92,0,,Desconocido
605,00001194.jpg.subtitulo.tif.txt,112,un homenaje a antonio gonzález el pescailla padre de la rumba catalana y de todos los hijos de lola flores ,102,0,,Desconocido
606,00001195.jpg.subtitulo.tif.txt,125,es la pequeña de la saga artística más importante de españa en casa de los flores no se estilaba estudiar empresariales ,127,0,,Desconocido
608,00001201.jpg.subtitulo.tif.txt,57,pastora soler y tomasito dámelo ya mósica sí 2000 ,116,0,,Desconocido
609,00001202.jpg.subtitulo.tif.txt,79,seguimos sin tener ni idea de qué tenía hassan en los jardines de su palacio ,83,0,,Desconocido
610,00001203.jpg.subtitulo.tif.txt,97,tomasito tiene más duende que el jardín de una jubilado de lowa el michael jackson azalvajao ,88,0,,Desconocido
611,00001205.jpg.subtitulo.tif.txt,71, espera no puede ser es él ha tenido frente todo este tiempo ,88,0,,Desconocido
612,00001206.jpg.subtitulo.tif.txt,88,el arrebato en su inauguración oficial justo después de que le cortaran la cinta ,92,0,,Desconocido
614,00001208.jpg.subtitulo.tif.txt,52,el arrebato poquito a poco en familia 2001 ,70,0,,Desconocido
615,00001214.jpg.subtitulo.tif.txt,46,manolo tena qué te pasa viéndonos 1993 ,50,0,,Desconocido
616,00001215.jpg.subtitulo.tif.txt,98,tena como nosotros en la cama cada mañana siguió disfrutando después de apagar la alarma ,86,0,,Desconocido
617,00001216.jpg.subtitulo.tif.txt,95,si la tomó prestada del all that heaven will allow de springsteen se la devolvió mejorada ,103,0,,Desconocido
618,00001221.jpg.subtitulo.tif.txt,102,la canción se compuso para la peli de colomo la pelí pasó la canción se quedó colomo va y viene ,110,0,,Desconocido
620,00001223.jpg.subtitulo.tif.txt,66,el rollo recuerda un poco a pablo mo un segundo que nos llaman ,89,0,,Desconocido
621,00001225.jpg.subtitulo.tif.txt,46,los romeos muérdeme cajón desastre 1990 ,65,0,,Desconocido
622,00001226.jpg.subtitulo.tif.txt,69,este fue el primer tema del grupo no les iban los preliminares ,65,0,,Desconocido
624,00001228.jpg.subtitulo.tif.txt,51,pues eso hagamos el amor y no bombardeemos niños ,66,0,,Desconocido
625,00001235.jpg.subtitulo.tif.txt,51,la frontera juan antonio cortés plastic 1989 ,62,0,,Desconocido
626,00001236.jpg.subtitulo.tif.txt,95,todos eran guitarristas y el primer día que ensayaron se repartieron los instrumentos a boleo ,89,0,,Desconocido
627,00001237.jpg.subtitulo.tif.txt,45,al batería no le gustó mucho lo que le tocó ,84,0,,Desconocido
628,00001238.jpg.subtitulo.tif.txt,76,si todos te llaman juan antonio cortés igual es tu nombre del dni juanan ,75,0,,Desconocido
629,00001242.jpg.subtitulo.tif.txt,73,loquillo y trogloditas cadillac solitario viva el espectáculo 1990 ,88,0,,Desconocido
630,00001243.jpg.subtitulo.tif.txt,118,este himno no debe estar basado en hechos reales porque un cadillac en el tibidabo hubiera cantado más que loquillo ,113,0,,Desconocido
631,00001244.jpg.subtitulo.tif.txt,82,de hecho sabino méndez el autor del tema reconoce que en realidad era un 600 ,105,0,,Desconocido
632,00001245.jpg.subtitulo.tif.txt,84,conceptualmente este tema lleva a qué difícil es hacer el amor en un simca 1000 ,85,0,,Desconocido
634,00001249.jpg.subtitulo.tif.txt,55, transvision vamp the only one plastic 1989 ,78,0,,Desconocido
635,00001250.jpg.subtitulo.tif.txt,88,hablando de rubias wendy james fue una de las protas de la llamada blonde wave ,81,0,,Desconocido
636,00001251.jpg.subtitulo.tif.txt,102,esperemos que algún día reconozcan también a leticia sabater aunque ya va costando reconocerla ,108,0,,Desconocido
638,00001255.jpg.subtitulo.tif.txt,48,pretenders don t get me wrong a tope 1987 ,87,0,,Desconocido
639,00001256.jpg.subtitulo.tif.txt,89, don t get me wrong no me malinterpretes debería venir en un cd con la constitución ,74,0,,Desconocido
640,00001257.jpg.subtitulo.tif.txt,77,meterse con la gran chrissie hynde pero tú qué pretenders qué te echen ,95,0,,Desconocido
641,00001262.jpg.subtitulo.tif.txt,103,michael hutchence tenía el baile de mick jagger la voz de george michael y el pelo de lorenzo lamas ,105,0,,Desconocido
643,00001264.jpg.subtitulo.tif.txt,61,ojo al saxo mágico que no suena aunque penguilli soplo ,103,0,,Desconocido
644,00001265.jpg.subtitulo.tif.txt,42,y tachán ahora suena era una gaita ,52,0,,Desconocido
645,00001268.jpg.subtitulo.tif.txt,51,depeche mode enjoy the silence rockopop 1990 ,54,0,,Desconocido
646,00001269.jpg.subtitulo.tif.txt,84,en cuanto dave grahan abre los brazos las fans se vuelven locas y no existía axe ,86,0,,Desconocido
647,00001270.jpg.subtitulo.tif.txt,110,ese punteo de martin gore el de la escarola fue la idea principal de lo que iba a ser una balada muy lenta ,102,0,,Desconocido
648,00001277.jpg.subtitulo.tif.txt,58,los chimberos desde santurce a bilbao cantares 1978 ,105,0,,Desconocido
649,00001278.jpg.subtitulo.tif.txt,102,la canción habla de la margen izquierda del nervión el rio en el que desembocan los cinco océanos ,96,0,,Desconocido
650,00001279.jpg.subtitulo.tif.txt,75,pues sí que han empezado pronto este año las concesiones al nacionalismo ,103,0,,Desconocido
652,00001282.jpg.subtitulo.tif.txt,66,jorge sepúlveda tres veces guapa canciones de una vida 1979 ,71,0,,Desconocido
653,00001283.jpg.subtitulo.tif.txt,102,tenía el aspecto de esos camareros que te recitan la carta de postres caseros como el padre nuestro ,100,0,,Desconocido
654,00001285.jpg.subtitulo.tif.txt,114,el vídeo pertenece a la época en la que los piropos no estaban mal vistos y los coreógrafos se morian de hambre ,114,0,,Desconocido
655,00001289.jpg.subtitulo.tif.txt,65,orquesta alcatraz conga popular la primera del año 1996 ,110,0,,Desconocido
656,00001290.jpg.subtitulo.tif.txt,87, es todo más confuso que la última actualización del libro de familia de la obregón ,84,0,,Desconocido
657,00001291.jpg.subtitulo.tif.txt,80,parece evidente que no era la primera vez que ramón garcía lideraba una conga ,92,0,,Desconocido
658,00001296.jpg.subtitulo.tif.txt,47,georgie dann el chiringuito contigo 1988 ,77,0,,Desconocido
659,00001297.jpg.subtitulo.tif.txt,108,con el tiempo descubrimos que todas las letras de este exprofesor de primaria tenian referencias sexuales ,105,0,,Desconocido
660,00001298.jpg.subtitulo.tif.txt,42,más trabajo para el defensor del pueblo ,94,0,,Desconocido
661,00001302.jpg.subtitulo.tif.txt,59,emilio aragón te huelen los pies en buena hora 1990 ,52,0,,Desconocido
662,00001303.jpg.subtitulo.tif.txt,123, ayaso músico director presentador empresario su carrera e bastante más compleja que las letras de sus canciones ,109,0,,Desconocido
663,00001304.jpg.subtitulo.tif.txt,107,pasó por casi todos los canales pero siempre se acuerda de sus inicios en telecinco vuelve franganillo ,118,0,,Desconocido
666,00001312.jpg.subtitulo.tif.txt,78,toreros muertos y no me pises que llevo chanclas agúita agropop feliz 2022 ,110,0,,Desconocido
667,00001313.jpg.subtitulo.tif.txt,127,al final de toda verbena que se precie sobreviven los crápulas en este caso dos genios destartalados begines y carbonell ,122,0,,Desconocido
668,00001314.jpg.subtitulo.tif.txt,74,y hete aqui el origen de la expresión cambiarle el agúita al canari ,109,0,,Desconocido
669,00001318.jpg.subtitulo.tif.txt,50,cecilia mi querida españa la hora de 1975 ,68,0,,Desconocido
670,00001319.jpg.subtitulo.tif.txt,100,la españa nuestra de la que habla la canción era una españa muerta en la versión sin censurar ,88,0,,Desconocido
672,00001321.jpg.subtitulo.tif.txt,73,de esta división territorial de 1833 queda sobre todo eso la división ,92,0,,Desconocido
673,00001322.jpg.subtitulo.tif.txt,114,de quién es españa lo seguís debatiendo este año y ya nos avisáis nosotros de la españa de cecilia siempre ,107,0,,Desconocido
674,00001329.jpg.subtitulo.tif.txt,49,joan manuel serrat cantares concierto 1975 ,104,0,,Desconocido
675,00001330.jpg.subtitulo.tif.txt,112,un catalán puso de moda los campos de castilla y reivindicó que españa puede avanzar a golpes sin romperse ,100,0,,Desconocido
676,00001332.jpg.subtitulo.tif.txt,76,ahora resulta imposible leer a machado sin escuchar esta voz y esto música ,110,0,,Desconocido
677,00001333.jpg.subtitulo.tif.txt,32,y después de el nano el nino ,70,0,,Desconocido
678,00001336.jpg.subtitulo.tif.txt,83,eran otros tiempos en que los jóvenes aún podían contar con el apoyo de un banco ,66,0,,Desconocido
679,00001337.jpg.subtitulo.tif.txt,36,san nino bravo en su hornacina ,74,0,,Desconocido
680,00001338.jpg.subtitulo.tif.txt,123,este año se cumplió medio siglo de su muerte si dios existe no habrá vuelto a abrir la boca para evitar comparaciones ,107,0,,Desconocido
681,00001339.jpg.subtitulo.tif.txt,59,nino bravo puerta de amor pasaporte a dublín 1970 ,116,0,,Desconocido
682,00001343.jpg.subtitulo.tif.txt,56,julio iglesias la vida sigue igual fin de año 1969 ,61,0,,Desconocido
683,00001344.jpg.subtitulo.tif.txt,92,pocas cosas más inquietantes que encontrarte a tu padre de fiesta a las tres de la mañana ,91,0,,Desconocido
685,00001346.jpg.subtitulo.tif.txt,111, la vida sigue igual tú dentro de 15 días cuando confirmes que has vuelto a incumplir todos tus propósitos ,119,0,,Desconocido
686,00001347.jpg.subtitulo.tif.txt,98,nuestro mensaje de esperanza para el nuevo año antes de darnos cuenta habremos llegado a julio ,120,0,,Desconocido
687,00001353.jpg.subtitulo.tif.txt,35,gerard gual ambientación musical ,88,0,,Desconocido
