cod_postal,tipo,cod_prov,area_m2,centroide_longitud,centroide_latitud,provincia
28521,indio,28,35318945.44930999,-3.5012904721514997,40.33939300306144,MADRID
33340,indio,33,14692722.109480977,-5.318025838722228,43.50117726671743,ASTURIAS
22006,indio,22,23749238.968227994,-0.40035395114370986,42.15582245971325,HUESCA
35290,indio,35,9230686.030748248,-15.579649910591135,27.918044166160975,"PALMAS, LAS"
27726,indio,27,19505154.25772232,-7.228415487532771,43.373406705487625,LUGO
45614,indio,45,35254365.84991372,-4.907201064784886,39.964645675963816,TOLEDO
38449,indio,38,1726769.460854292,-16.663857248358422,28.370891189739147,SANTA CRUZ DE TENERIFE
27127,indio,27,57966276.4124099,-7.390031338672348,43.04933114249457,LUGO
33840,indio,33,316473846.39949083,-6.212316879465645,43.07763608212352,ASTURIAS
49743,indio,49,75151093.99557686,-5.8020543952925685,41.72904791922485,ZAMORA
43425,indio,43,73113525.30862461,1.2528866574708817,41.48291493125703,TARRAGONA
13108,indio,13,188685624.5768067,-4.37755772314763,38.98853736073752,CIUDAD REAL
27372,indio,27,98898132.1766566,-7.733505717786676,43.19316059357686,LUGO
28931,indio,28,878031.0004081279,-3.8631477304230657,40.325063004568456,MADRID
15176,indio,15,11109235.329286851,-8.338184200353645,43.316876315586626,"CORUNA, A"
04712,indio,04,46309954.62068105,-2.8724236590526737,36.75569752146311,ALMERIA
32337,indio,32,78990898.55461448,-6.788915149720133,42.35724693298624,OURENSE
09001,indio,09,78997862.80786577,-3.7361287898044506,42.3406314785731,BURGOS
37863,indio,37,49066348.429570116,-5.495216735239896,40.71809663060422,SALAMANCA
06840,indio,06,263817465.3304655,-6.266155753922056,38.72505526910039,BADAJOZ
38379,indio,38,15840064.414116733,-16.44067987863621,28.439179687856686,SANTA CRUZ DE TENERIFE
25651,indio,25,150322723.18994185,1.1132128024370258,42.167292730663,LLEIDA
24008,indio,24,12137168.94487028,-5.5862952220187605,42.61986483782535,LEON
36969,indio,36,34637796.39633384,-8.786219823074486,42.42677416440388,PONTEVEDRA
30612,indio,30,64879943.49383856,-1.2874033949472348,38.164182798079544,MURCIA
43321,indio,43,12299885.988630965,0.8525321084968189,41.04200201410554,TARRAGONA
28755,indio,28,123372704.99060488,-3.6036996453879873,41.09051922652182,MADRID
16316,indio,16,375868066.1473437,-1.7326140630206204,40.13723364846335,CUENCA
08780,indio,08,10559994.101508342,1.9926714447489724,41.42185897187033,BARCELONA
03013,indio,03,1155617.7921914563,-0.4749231373723506,38.35668517265031,ALICANTE/ALACANT
24339,indio,24,196677511.02511346,-5.346590523056799,42.43719289892293,LEON
33341,indio,33,2861255.3484031335,-5.231061990907032,43.482609108292124,ASTURIAS
24710,indio,24,71866244.30578369,-6.003779790114752,42.470052381125804,LEON
22612,indio,22,167584242.5604145,-0.4083553336912128,42.62187248317299,HUESCA
31713,indio,31,23200954.499354888,-1.4762229340014443,43.16408675163009,"NAVARRA"
44589,indio,44,99713901.79986957,0.03258350552403281,40.86187220028887,TERUEL
12118,indio,12,51546278.77587608,-0.16935759748021506,40.169469537908974,CASTELLON/CASTELLO
36391,indio,36,8439733.242756903,-8.796785960637546,42.160062986631054,PONTEVEDRA
15937,indio,15,58563964.14595784,-8.908826365157651,42.698989863089686,"CORUNA, A"
15113,indio,15,54699755.60994587,-8.851810249911065,43.3133162981174,"CORUNA, A"
09197,indio,09,45625715.88153646,-3.726047119725758,42.40653863027202,BURGOS
09587,indio,09,128586840.3034412,-3.341187139717904,43.12023893378718,BURGOS
48910,indio,48,6944140.257162962,-2.9991288990865823,43.30827568054576,BIZKAIA
46370,indio,46,301482623.8302964,-0.7418198437829874,39.48770477257492,VALENCIA/VALENCIA
21270,indio,21,135117162.00189906,-6.332385385487916,37.959621135504364,HUELVA
13210,indio,13,110100448.89007732,-3.434968687355265,39.21069334230343,CIUDAD REAL
15190,indio,15,9081022.550977089,-8.435876675200376,43.32268078872744,"CORUNA, A"
50295,indio,50,245433709.61880773,-1.349959564558548,41.66960183335401,ZARAGOZA
08445,indio,08,51386575.905505314,2.3375939588262704,41.70271418874887,BARCELONA
27789,indio,27,10508991.86063051,-7.300719820909517,43.587710854882296,LUGO
24234,indio,24,223751468.39352268,-5.633859590228828,42.27666107245189,LEON
15530,indio,15,44403974.11529721,-7.996808459168713,43.61800739389279,"CORUNA, A"
15151,indio,15,190046212.8024053,-9.08823795833628,42.99217325962703,"CORUNA, A"
48200,indio,48,33461041.630448833,-2.6398315032201523,43.17540538541764,BIZKAIA
28035,indio,28,21989871.65781495,-3.735018796669474,40.476232044223686,MADRID
33812,indio,33,252988226.96665865,-6.622975255789383,42.94372598025807,ASTURIAS
13350,indio,13,310207480.99083835,-3.5786677741491295,38.78771399494334,CIUDAD REAL
09197,indio,09,45625715.88153646,-3.726047119725758,42.40653863027202,BURGOS
06650,indio,06,335561593.1599226,-5.076783037580569,38.97947899800549,BADAJOZ
03450,indio,03,82680558.06114416,-0.6778810515004029,38.70550030667777,ALICANTE/ALACANT
15102,indio,15,8528564.192398027,-8.693148992653974,43.200303387735076,"CORUNA, A"
49126,indio,49,82436218.3116584,-5.619775631542772,41.739930590205866,ZAMORA
20830,indio,20,53054579.91576829,-2.399670852869177,43.292962328400115,GIPUZKOA
43178,indio,43,187452.18814796954,1.5215331993845678,41.240308317074955,TARRAGONA
24795,indio,24,61693840.82962195,-5.928758882651445,42.38458378286593,LEON
50683,indio,50,100196916.92550525,-0.9533121947591274,42.60781357233943,ZARAGOZA
08461,indio,08,19274002.028077696,2.4212840252651375,41.71411389970346,BARCELONA
17485,indio,17,11060950.389133155,3.0209822026594897,42.26226091272043,GIRONA
34859,indio,34,118812672.09282367,-4.585382097384547,42.80527173927236,PALENCIA
50510,indio,50,20549160.936548315,-1.7125463558674183,41.94635926879371,ZARAGOZA
36714,indio,36,18743407.38136082,-8.70756477164127,42.06738615645045,PONTEVEDRA
14207,indio,14,91461554.52784252,-5.337426783295419,38.3604532178758,CORDOBA
38892,indio,38,14715128.112777857,-17.30193354018999,28.13605747787469,SANTA CRUZ DE TENERIFE
29750,indio,29,14389642.034661446,-4.043716429852641,36.7669127732148,MALAGA
25187,indio,25,100245506.56975438,0.40641011323784637,41.32107929695489,LLEIDA
26375,indio,26,38582530.156649284,-2.5155288346494746,42.3928701812963,"RIOJA, LA"
31570,indio,31,38641958.60566814,-1.9192505119120116,42.34510686288461,"NAVARRA"
10879,indio,10,154761099.2944622,-6.644532719200578,39.79648780610271,CACERES
47194,indio,47,159949651.60580122,-4.77283052531264,41.746230630498104,VALLADOLID
49572,indio,49,165872888.86690122,-6.890346211850565,41.979059463163594,ZAMORA
50151,indio,50,51919834.03964935,-1.1444758549896208,41.16410375233618,ZARAGOZA
42351,indio,42,304006821.4947214,-3.227293589031895,41.673127147497055,SORIA
37810,indio,37,75493583.75453599,-5.434875382422499,40.86801058083627,SALAMANCA
11311,indio,11,21732222.64691051,-5.32617083198136,36.30953112837614,CADIZ
38449,indio,38,1726769.460854292,-16.663857248358422,28.370891189739147,SANTA CRUZ DE TENERIFE
13115,indio,13,258455045.68334645,-4.359770057009808,39.3045521867108,CIUDAD REAL
48700,indio,48,8133768.382933533,-2.434089619757762,43.31957849308645,BIZKAIA
33768,indio,33,25347511.06140721,-6.990394586337559,43.513815463649486,ASTURIAS
38540,indio,38,29588285.00651747,-16.409260944111296,28.37507461649909,SANTA CRUZ DE TENERIFE
35629,indio,35,306396790.33077157,-14.04642710711298,28.268670176313837,"PALMAS, LAS"
18414,indio,18,40411564.99253715,-3.335435921748025,36.925129975040775,GRANADA
23100,indio,23,109171107.9115901,-3.616552251903747,37.80369678191112,JAEN
36415,indio,36,37697030.9354955,-8.592556905760622,42.21329625691973,PONTEVEDRA
29580,indio,29,85471217.31321795,-4.6215242901925935,36.75787304890747,MALAGA
08013,indio,08,2583837.080049474,2.179747025419969,41.400626551033284,BARCELONA
36610,indio,36,7126462.21171267,-8.762226885752398,42.615383987094425,PONTEVEDRA
21270,indio,21,135117162.00189906,-6.332385385487916,37.959621135504364,HUELVA
07529,indio,07,39083526.74191381,3.132676600592642,39.65588914843131,"BALEARS, ILLES"
18197,indio,18,10003524.198866637,-3.609494998254251,37.226310348517316,GRANADA
09127,indio,09,185975471.74260664,-4.078063624767942,42.723277806133076,BURGOS
39749,indio,39,9162430.031401027,-3.446347399255759,43.45748094821172,CANTABRIA
48500,indio,48,33478635.77363459,-3.087780754996485,43.310803909674746,BIZKAIA
45517,indio,45,86723500.24570167,-4.34563022378301,39.920373901131306,TOLEDO
50120,indio,50,499245536.9974792,-0.9927578879685351,41.81978915499479,ZARAGOZA
32815,indio,32,46182054.20154095,-8.017078422320445,42.14622349886335,OURENSE
15999,indio,15,17888478.549389705,-8.937604023673659,42.753174364291105,"CORUNA, A"
28755,indio,28,123372704.99060488,-3.6036996453879873,41.09051922652182,MADRID
29730,indio,29,16026343.453844557,-4.279999991907518,36.73062991596937,MALAGA
21387,indio,21,21902783.92833447,-6.696743692993396,38.07515318620042,HUELVA
27132,indio,27,21989389.60038179,-7.231313605862957,42.98190010101215,LUGO
15937,indio,15,58563964.14595784,-8.908826365157651,42.698989863089686,"CORUNA, A"
30385,indio,30,62302654.434566654,-0.7873316134503923,37.61242425941495,MURCIA
16230,indio,16,175872076.41718215,-1.955684066857105,39.43040153835445,CUENCA
28213,indio,28,85176088.12089142,-4.192887785807742,40.405905506883904,MADRID
18369,indio,18,17670870.743903752,-4.007156331137276,37.229591080145816,GRANADA
10611,indio,10,131603336.12198603,-5.681852610928144,40.24056489562418,CACERES
31449,indio,31,45431352.805093676,-1.3578107971568452,42.663552275184536,"NAVARRA"
33615,indio,33,32042798.70786627,-5.819426557194872,43.2240765589504,ASTURIAS
39820,indio,39,12428973.417350851,-3.4146506159142946,43.36707086148869,CANTABRIA
37810,indio,37,75493583.75453599,-5.434875382422499,40.86801058083627,SALAMANCA
15680,indio,15,1297352.0362765417,-8.405877146873381,43.073284786351834,"CORUNA, A"
44593,indio,44,72615957.67676696,-0.4863204595441533,41.164350411191215,TERUEL
30385,indio,30,62302654.434566654,-0.7873316134503923,37.61242425941495,MURCIA
25714,indio,25,109452072.03760736,1.3004404886381762,42.350245374256524,LLEIDA
50629,indio,50,21620098.14938257,-1.0294158069985597,41.74269953639905,ZARAGOZA
18611,indio,18,33542783.39632468,-3.601961882022701,36.79195215887459,GRANADA
33630,indio,33,2776116.254573714,-5.830887192555616,43.15762058573269,ASTURIAS
15144,indio,15,67711510.27563158,-8.554848701985057,43.28688117464814,"CORUNA, A"
22378,indio,22,69116673.73936042,-0.175343788868507,42.63741292593115,HUESCA
15937,indio,15,58563964.14595784,-8.908826365157651,42.698989863089686,"CORUNA, A"
28901,indio,28,1620550.9779215585,-3.7308613646232605,40.304212674869255,MADRID
03319,indio,03,7592681.608541094,-0.8218943103081588,38.03579495099877,ALICANTE/ALACANT
24310,indio,24,29789164.70102477,-6.350935299484804,42.613019263190864,LEON
44540,indio,44,362787929.34659725,-0.5627645213271626,41.12221663303333,TERUEL
25187,indio,25,100245506.56975438,0.40641011323784637,41.32107929695489,LLEIDA
25196,indio,25,21977214.302165948,0.6069158674377957,41.65150837753148,LLEIDA
31449,indio,31,45431352.805093676,-1.3578107971568452,42.663552275184536,"NAVARRA"
31522,indio,31,26660819.3195566,-1.6996246471611687,41.97149751424094,"NAVARRA"
31513,indio,31,121123294.70894854,-1.5728128712770788,42.1868228040766,"NAVARRA"
14729,indio,14,171616529.4929953,-4.994708097465719,37.85502620098151,CORDOBA
38379,indio,38,15840064.414116733,-16.44067987863621,28.439179687856686,SANTA CRUZ DE TENERIFE
19150,indio,19,149292253.75938776,-3.1365849393964793,40.56182245649816,GUADALAJARA
29580,indio,29,85471217.31321795,-4.6215242901925935,36.75787304890747,MALAGA
16650,indio,16,146135798.16938257,-2.732893796916818,39.375144766886,CUENCA
43716,indio,43,6681857.859892173,1.494657288907175,41.24239401754766,TARRAGONA
34849,indio,34,176895031.79996765,-4.450097255938753,43.00947081292463,PALENCIA
15299,indio,15,13879165.455955744,-9.162645411457062,42.94916563018998,"CORUNA, A"
06107,indio,06,144461467.18044436,-7.212529660323686,38.70563214645189,BADAJOZ
45114,indio,45,198431905.90445715,-4.053891965473841,39.67574483748641,TOLEDO
45684,indio,45,69101461.83623306,-4.625881289468015,40.005126006496866,TOLEDO
25592,indio,25,122936602.432756,1.100861076378852,42.30448066577041,LLEIDA
49836,indio,49,35792291.95545392,-5.383167627217766,41.5484517221455,ZAMORA
43382,indio,43,6307282.326881542,1.0341654597119745,41.18766878258703,TARRAGONA
27308,indio,27,62795268.17287992,-7.910143191488665,43.13156612465938,LUGO
45641,indio,45,63776797.530234404,-4.686768020297197,40.079193298699934,TOLEDO
31710,indio,31,10664473.528720392,-1.5449265323218186,43.26936794746418,"NAVARRA"
46410,indio,46,66169811.5013347,-0.3034954930387024,39.21077157400729,VALENCIA/VALENCIA
01420,indio,01,54023423.40417826,-2.9278741936000037,42.79379058209297,ARABA/ALAVA
16145,indio,16,108338478.90752687,-2.1798786476724366,40.319554359169196,CUENCA
27339,indio,27,45909846.614703596,-7.3140993524161635,42.56815542982309,LUGO
04712,indio,04,46309954.62068105,-2.8724236590526737,36.75569752146311,ALMERIA
11203,indio,11,3681567.500531771,-5.4646570776562715,36.1313634263153,CADIZ
03319,indio,03,7592681.608541094,-0.8218943103081588,38.03579495099877,ALICANTE/ALACANT
18514,indio,18,110524484.71817571,-3.0769382223448147,37.15922528085023,GRANADA
23210,indio,23,80727339.1086013,-3.6687507445682064,38.18149640643407,JAEN
31283,indio,31,77003274.502471,-2.253985354104848,42.713729545133305,"NAVARRA"
43421,indio,43,146581616.85908166,1.4225239200331494,41.48954874329399,TARRAGONA
47140,indio,47,31958448.992909756,-4.708500699121245,41.57302245844512,VALLADOLID
23478,indio,23,369898198.00922215,-2.8110251345076622,38.03803082970583,JAEN
08461,indio,08,19274002.028077696,2.4212840252651375,41.71411389970346,BARCELONA
12315,indio,12,158695831.58672705,0.08860888757166256,40.608010349763674,CASTELLON/CASTELLO
22664,indio,22,7942918.780325089,-0.33042725931042044,42.72687518592852,HUESCA
22194,indio,22,78557014.80074671,-0.4686193422636921,42.15600189107034,HUESCA
41120,indio,41,12952778.36164814,-6.041250629499973,37.33023713335487,SEVILLA
02420,indio,02,159957144.87312007,-1.7945091790056606,38.49467498476031,ALBACETE
03330,indio,03,109445546.22562331,-0.8261890137240181,38.25549956468887,ALICANTE/ALACANT
37754,indio,37,8177018.450366637,-5.468783943253982,40.590050043046,SALAMANCA
43425,indio,43,73113525.30862461,1.2528866574708817,41.48291493125703,TARRAGONA
40462,indio,40,62529658.38307012,-4.537793782103871,41.072439461862594,SEGOVIA
50709,indio,50,210177790.48403412,0.018079133987283436,41.187961181259226,ZARAGOZA
10879,indio,10,154761099.2944622,-6.644532719200578,39.79648780610271,CACERES
19192,indio,19,106759917.31773943,-2.9439077991028553,40.80195486636007,GUADALAJARA
49156,indio,49,56037864.042939276,-5.471626198302456,41.29982298232128,ZAMORA
48960,indio,48,59425537.32692672,-2.8346388427948654,43.23055029917857,BIZKAIA
49012,indio,49,128010.1838874165,-5.738732383120016,41.509291779443686,ZAMORA
40531,indio,40,69706504.53087768,-3.684551474397684,41.38136832405361,SEGOVIA
26376,indio,26,27757548.403761193,-2.555673368267616,42.35792297160271,"RIOJA, LA"
09691,indio,09,242221971.99395636,-3.2065747084990406,42.0021293548418,BURGOS
23292,indio,23,190614323.8256742,-2.7326266342531675,38.18582343144436,JAEN
08214,indio,08,1568463.5347616505,2.115150661968093,41.507922041811796,BARCELONA
03002,indio,03,1470717.0809334344,-0.4794271038383873,38.34594095838447,ALICANTE/ALACANT
25799,indio,25,163582555.9588013,1.4257970675189093,42.444303938576866,LLEIDA
32815,indio,32,46182054.20154095,-8.017078422320445,42.14622349886335,OURENSE
16770,indio,16,101730684.7079366,-2.385441612769525,39.8462060360264,CUENCA
15339,indio,15,237161608.32835382,-7.759456042918665,43.6560606933888,"CORUNA, A"
09617,indio,09,15942761.702473704,-3.4786085653267724,41.98630388054182,BURGOS
03330,indio,03,109445546.22562331,-0.8261890137240181,38.25549956468887,ALICANTE/ALACANT
24445,indio,24,10029824.349370241,-6.6875447223923885,42.4995103136404,LEON
47350,indio,47,98734933.90019308,-4.349667588573978,41.60233251813802,VALLADOLID
44340,indio,44,64594109.54200477,-1.3230115494549026,40.86352539987944,TERUEL
11611,indio,11,92656753.30407892,-5.367122887735535,36.68634417503445,CADIZ
14913,indio,14,43699550.494759694,-4.484368269336214,37.27666454636054,CORDOBA
06187,indio,06,16314798.283137113,-6.669352713661469,38.85375832519734,BADAJOZ
45614,indio,45,35254365.84991372,-4.907201064784886,39.964645675963816,TOLEDO
03870,indio,03,8293832.686921932,-0.421506952734768,38.70179310965995,ALICANTE/ALACANT
21387,indio,21,21902783.92833447,-6.696743692993396,38.07515318620042,HUELVA
24918,indio,24,109189160.16530383,-5.021465049856949,42.95143984353226,LEON
14913,indio,14,43699550.494759694,-4.484368269336214,37.27666454636054,CORDOBA
17485,indio,17,11060950.389133155,3.0209822026594897,42.26226091272043,GIRONA
31570,indio,31,38641958.60566814,-1.9192505119120116,42.34510686288461,"NAVARRA"
25184,indio,25,24636046.292563178,0.3597784081409628,41.45784117624889,LLEIDA
30130,indio,30,16236397.96367488,-0.992188349100476,38.026869989605444,MURCIA
02136,indio,02,34644763.0057081,-2.3567210957229903,38.60204786404743,ALBACETE
24271,indio,24,110719882.99130514,-5.87054170433054,42.63930975300738,LEON
49831,indio,49,27555626.524552777,-5.453319135139083,41.674916831286964,ZAMORA
50194,indio,50,32430644.485109463,-0.8171384754606706,41.641431066502605,ZARAGOZA
47172,indio,47,24134906.756148644,-4.552183156568719,41.68827040007565,VALLADOLID
24524,indio,24,15648120.93001622,-6.921526305456608,42.658347445763496,LEON
34479,indio,34,49891663.27411553,-4.419046842149169,42.43556373461959,PALENCIA
04727,indio,04,9588838.40208894,-2.62205436600695,36.834718419157426,ALMERIA
24271,indio,24,110719882.99130514,-5.87054170433054,42.63930975300738,LEON
47140,indio,47,31958448.992909756,-4.708500699121245,41.57302245844512,VALLADOLID
33812,indio,33,252988226.96665865,-6.622975255789383,42.94372598025807,ASTURIAS
24891,indio,24,133325324.21848804,-5.544425248954422,42.73901978691336,LEON
11406,indio,11,25714421.066188753,-6.103221932801377,36.6714375702623,CADIZ
01322,indio,01,99993683.43096687,-2.4361250840966138,42.55685746562918,ARABA/ALAVA
32003,indio,32,1449537.3485479876,-7.864959918294306,42.343198403361974,OURENSE
37186,indio,37,51530643.72791149,-5.764021383429204,40.871158028456726,SALAMANCA
05143,indio,05,37852829.520772666,-5.014529351408791,40.66788268618226,AVILA
32848,indio,32,10183381.56782192,-7.977135199199649,41.98971102806343,OURENSE
24918,indio,24,109189160.16530383,-5.021465049856949,42.95143984353226,LEON
14659,indio,14,27609231.172807988,-4.424290054030662,37.9386468307427,CORDOBA
49572,indio,49,165872888.86690122,-6.890346211850565,41.979059463163594,ZAMORA
07830,indio,07,76335103.04089628,1.2799533825003786,38.90967909205134,"BALEARS, ILLES"
32815,indio,32,46182054.20154095,-8.017078422320445,42.14622349886335,OURENSE
40446,indio,40,80089562.74079922,-4.5609339499363655,40.988416742288216,SEGOVIA
14191,indio,14,23638915.97403778,-4.897037830000369,37.69995408880019,CORDOBA
35541,indio,35,88794994.53154235,-13.468162598511062,29.184272883481796,"PALMAS, LAS"
04727,indio,04,9588838.40208894,-2.62205436600695,36.834718419157426,ALMERIA
06187,indio,06,16314798.283137113,-6.669352713661469,38.85375832519734,BADAJOZ
09197,indio,09,45625715.88153646,-3.726047119725758,42.40653863027202,BURGOS
43425,indio,43,73113525.30862461,1.2528866574708817,41.48291493125703,TARRAGONA
26146,indio,26,15398810.7355945,-2.200213455461262,42.34654876229492,"RIOJA, LA"
35629,indio,35,306396790.33077157,-14.04642710711298,28.268670176313837,"PALMAS, LAS"
33947,indio,33,41013697.894272104,-5.628372732494542,43.25443489751024,ASTURIAS
10868,indio,10,61397040.40835039,-6.481147253416154,40.21861866576568,CACERES
29580,indio,29,85471217.31321795,-4.6215242901925935,36.75787304890747,MALAGA
32668,indio,32,30550621.99608357,-7.781611711084469,42.225044766097305,OURENSE
08193,indio,08,13386310.530037358,2.0946154622162276,41.497868106935,BARCELONA
31522,indio,31,26660819.3195566,-1.6996246471611687,41.97149751424094,"NAVARRA"
49253,indio,49,37281220.225963384,-6.140321372651544,41.495275143858635,ZAMORA
37660,indio,37,36448279.24605611,-5.992333505096697,40.46922890611353,SALAMANCA
46179,indio,46,129458867.34427427,-1.1480557581031046,39.92888982709022,VALENCIA/VALENCIA
21594,indio,21,155328656.81790566,-7.429469890402028,37.51817349566191,HUELVA
40109,indio,40,192794303.75040513,-4.026793249624593,40.8389798439226,SEGOVIA
10514,indio,10,20786135.98570174,-7.2737051716744805,39.332267967075204,CACERES
29716,indio,29,46020012.41390445,-4.081526781370813,36.876729327547636,MALAGA
49135,indio,49,98597818.2042362,-5.5758384288911085,41.89165283500775,ZAMORA
35520,indio,35,22468670.663749695,-13.50743955354031,29.134971625246052,"PALMAS, LAS"
08214,indio,08,1568463.5347616505,2.115150661968093,41.507922041811796,BARCELONA
32765,indio,32,47566034.29789123,-7.479115796531195,42.36876149822666,OURENSE
44423,indio,44,69268911.56927136,-0.9079244583608199,40.06465827096822,TERUEL
42225,indio,42,192303062.3541049,-2.313901869648635,41.447369554708814,SORIA
44330,indio,44,68586662.09566696,-1.331275899407425,41.01167586310606,TERUEL
15144,indio,15,67711510.27563158,-8.554848701985057,43.28688117464814,"CORUNA, A"
36615,indio,36,10444087.729032338,-8.708720263051616,42.58256170731711,PONTEVEDRA
